"action","score","file","title","category","bodyLines","bodyChars","steps","avgStepBodyChars","sources","generatedBatch","issues"
"улучшить","60","src/content/errors/docker-docker-compose-crashes-after-update.mdx","Docker Compose: вылетает после обновления","Docker и контейнеры","8","1218","6","243","4","no","body has only 8 non-empty lines; body has only 1218 characters"
"улучшить","60","src/content/errors/docker-docker-compose-healthcheck-027.mdx","Docker Compose: не проходит healthcheck — как исправить","Docker и контейнеры","8","1232","7","275","4","no","body has only 8 non-empty lines; body has only 1232 characters"
"улучшить","60","src/content/errors/docker-docker-compose-high-cpu.mdx","Docker Compose: нагружает процессор","Docker и контейнеры","8","1212","6","244","4","no","body has only 8 non-empty lines; body has only 1212 characters"
"улучшить","60","src/content/errors/docker-docker-compose-network-timeout.mdx","Docker Compose: ошибка подключения или тайм-аут","Docker и контейнеры","8","1224","6","243","4","no","body has only 8 non-empty lines; body has only 1224 characters"
"улучшить","60","src/content/errors/docker-docker-compose-permission-denied-026.mdx","Docker Compose: ошибка permission denied — как исправить","Docker и контейнеры","8","1233","7","275","4","no","body has only 8 non-empty lines; body has only 1233 characters"
"улучшить","60","src/content/errors/docker-docker-compose-permission-denied.mdx","Docker Compose: отказано в доступе","Docker и контейнеры","8","1211","6","242","4","no","body has only 8 non-empty lines; body has only 1211 characters"
"улучшить","60","src/content/errors/docker-docker-compose-pull-image-022.mdx","Docker Compose: ошибка pull image — как исправить","Docker и контейнеры","8","1226","7","275","4","no","body has only 8 non-empty lines; body has only 1226 characters"
"улучшить","60","src/content/errors/docker-docker-compose-sync-failed.mdx","Docker Compose: не синхронизируется","Docker и контейнеры","8","1212","6","242","4","no","body has only 8 non-empty lines; body has only 1212 characters"
"улучшить","60","src/content/errors/docker-docker-compose-update-failed.mdx","Docker Compose: ошибка обновления","Docker и контейнеры","8","1210","6","242","4","no","body has only 8 non-empty lines; body has only 1210 characters"
"улучшить","60","src/content/errors/docker-docker-compose-volume-024.mdx","Docker Compose: не монтируется volume — как исправить","Docker и контейнеры","8","1230","7","275","4","no","body has only 8 non-empty lines; body has only 1230 characters"
"улучшить","60","src/content/errors/docker-docker-compose-wont-start.mdx","Docker Compose: не запускается","Docker и контейнеры","8","1207","6","242","4","no","body has only 8 non-empty lines; body has only 1207 characters"
"улучшить","60","src/content/errors/docker-docker-desktop-permission-denied-040.mdx","Docker Desktop: ошибка permission denied — как исправить","Docker и контейнеры","8","1233","7","275","4","no","body has only 8 non-empty lines; body has only 1233 characters"
"улучшить","60","src/content/errors/docker-docker-desktop-pull-image-036.mdx","Docker Desktop: ошибка pull image — как исправить","Docker и контейнеры","8","1226","7","275","4","no","body has only 8 non-empty lines; body has only 1226 characters"
"улучшить","60","src/content/errors/docker-docker-desktop-volume-038.mdx","Docker Desktop: не монтируется volume — как исправить","Docker и контейнеры","8","1230","7","275","4","no","body has only 8 non-empty lines; body has only 1230 characters"
"улучшить","60","src/content/errors/docker-docker-engine-healthcheck-034.mdx","Docker Engine: не проходит healthcheck — как исправить","Docker и контейнеры","8","1230","7","275","4","no","body has only 8 non-empty lines; body has only 1230 characters"
"улучшить","60","src/content/errors/docker-docker-engine-permission-denied-033.mdx","Docker Engine: ошибка permission denied — как исправить","Docker и контейнеры","8","1231","7","275","4","no","body has only 8 non-empty lines; body has only 1231 characters"
"улучшить","60","src/content/errors/docker-docker-engine-pull-image-029.mdx","Docker Engine: ошибка pull image — как исправить","Docker и контейнеры","8","1224","7","275","4","no","body has only 8 non-empty lines; body has only 1224 characters"
"улучшить","60","src/content/errors/docker-docker-engine-volume-031.mdx","Docker Engine: не монтируется volume — как исправить","Docker и контейнеры","8","1228","7","275","4","no","body has only 8 non-empty lines; body has only 1228 characters"
"улучшить","60","src/content/errors/docker-engine-ne-startuet-servis.mdx","Docker Engine: не стартует сервис — как исправить","Docker и контейнеры","8","1225","6","241","4","no","body has only 8 non-empty lines; body has only 1225 characters"
"улучшить","60","src/content/errors/docker-engine-net-seti-mezhdu-konteynerami.mdx","Docker Engine: нет сети между контейнерами — как исправить","Docker и контейнеры","8","1234","6","241","4","no","body has only 8 non-empty lines; body has only 1234 characters"
"улучшить","60","src/content/errors/docker-engine-port-uzhe-zanyat.mdx","Docker Engine: порт уже занят — как исправить","Docker и контейнеры","8","1221","6","241","4","no","body has only 8 non-empty lines; body has only 1221 characters"
"улучшить","60","src/content/errors/dreame-robot-vacuum-ne-stroit-kartu.mdx","Dreame robot vacuum: не строит карту — как исправить","Пылесосы и роботы-пылесосы","8","1312","6","209","4","no","body has only 8 non-empty lines; body has only 1312 characters"
"улучшить","60","src/content/errors/dreame-robot-vacuum-ne-vozvraschaetsya-na-bazu.mdx","Dreame robot vacuum: не возвращается на базу — как исправить","Пылесосы и роботы-пылесосы","8","1320","6","209","4","no","body has only 8 non-empty lines; body has only 1320 characters"
"улучшить","60","src/content/errors/dreame-robot-vacuum-ne-zaryazhaetsya.mdx","Dreame robot vacuum: не заряжается — как исправить","Пылесосы и роботы-пылесосы","8","1310","6","209","4","no","body has only 8 non-empty lines; body has only 1310 characters"
"улучшить","60","src/content/errors/electrolux-dishwasher-ne-nabiraet-vodu.mdx","Electrolux dishwasher: не набирает воду — как исправить","Посудомоечные машины","8","1277","6","207","4","no","body has only 8 non-empty lines; body has only 1277 characters"
"улучшить","60","src/content/errors/electrolux-dishwasher-ne-slivaet-vodu.mdx","Electrolux dishwasher: не сливает воду — как исправить","Посудомоечные машины","8","1278","6","208","4","no","body has only 8 non-empty lines; body has only 1278 characters"
"улучшить","60","src/content/errors/electrolux-dishwasher-ploho-moet-posudu.mdx","Electrolux dishwasher: плохо моет посуду — как исправить","Посудомоечные машины","8","1278","6","207","4","no","body has only 8 non-empty lines; body has only 1278 characters"
"улучшить","60","src/content/errors/email-gmail-smtp-config-error.mdx","Gmail SMTP: ошибка конфигурации","Электронная почта","8","1214","6","280","3","no","body has only 8 non-empty lines; body has only 1214 characters"
"улучшить","60","src/content/errors/email-gmail-smtp-crashes-after-update.mdx","Gmail SMTP: вылетает после обновления","Электронная почта","8","1220","6","278","3","no","body has only 8 non-empty lines; body has only 1220 characters"
"улучшить","60","src/content/errors/email-gmail-smtp-high-cpu.mdx","Gmail SMTP: нагружает процессор","Электронная почта","8","1214","6","283","3","no","body has only 8 non-empty lines; body has only 1214 characters"
"улучшить","60","src/content/errors/email-gmail-smtp-network-timeout.mdx","Gmail SMTP: ошибка подключения или тайм-аут","Электронная почта","8","1226","6","265","3","no","body has only 8 non-empty lines; body has only 1226 characters"
"улучшить","60","src/content/errors/email-gmail-smtp-permission-denied.mdx","Gmail SMTP: отказано в доступе","Электронная почта","8","1213","6","277","3","no","body has only 8 non-empty lines; body has only 1213 characters"
"улучшить","60","src/content/errors/email-gmail-smtp-sync-failed.mdx","Gmail SMTP: не синхронизируется","Электронная почта","8","1214","6","270","3","no","body has only 8 non-empty lines; body has only 1214 characters"
"улучшить","60","src/content/errors/email-gmail-smtp-update-failed.mdx","Gmail SMTP: ошибка обновления","Электронная почта","8","1212","6","273","3","no","body has only 8 non-empty lines; body has only 1212 characters"
"улучшить","60","src/content/errors/email-gmail-smtp-wont-start.mdx","Gmail SMTP: не запускается","Электронная почта","8","1209","6","269","3","no","body has only 8 non-empty lines; body has only 1209 characters"
"улучшить","60","src/content/errors/email-outlook-imap-config-error.mdx","Outlook IMAP: ошибка конфигурации","Электронная почта","8","1218","6","280","3","no","body has only 8 non-empty lines; body has only 1218 characters"
"улучшить","60","src/content/errors/email-outlook-imap-crashes-after-update.mdx","Outlook IMAP: вылетает после обновления","Электронная почта","8","1224","6","278","3","no","body has only 8 non-empty lines; body has only 1224 characters"
"улучшить","60","src/content/errors/email-outlook-imap-high-cpu.mdx","Outlook IMAP: нагружает процессор","Электронная почта","8","1218","6","283","3","no","body has only 8 non-empty lines; body has only 1218 characters"
"улучшить","60","src/content/errors/email-outlook-imap-network-timeout.mdx","Outlook IMAP: ошибка подключения или тайм-аут","Электронная почта","8","1230","6","266","3","no","body has only 8 non-empty lines; body has only 1230 characters"
"улучшить","60","src/content/errors/email-outlook-imap-permission-denied.mdx","Outlook IMAP: отказано в доступе","Электронная почта","8","1217","6","277","3","no","body has only 8 non-empty lines; body has only 1217 characters"
"улучшить","60","src/content/errors/email-outlook-imap-sync-failed.mdx","Outlook IMAP: не синхронизируется","Электронная почта","8","1218","6","270","3","no","body has only 8 non-empty lines; body has only 1218 characters"
"улучшить","60","src/content/errors/email-outlook-imap-update-failed.mdx","Outlook IMAP: ошибка обновления","Электронная почта","8","1216","6","273","3","no","body has only 8 non-empty lines; body has only 1216 characters"
"улучшить","60","src/content/errors/email-outlook-imap-wont-start.mdx","Outlook IMAP: не запускается","Электронная почта","8","1213","6","269","3","no","body has only 8 non-empty lines; body has only 1213 characters"
"улучшить","60","src/content/errors/excel-file-recovery.mdx","Восстановление повреждённого файла Excel","Офисные программы","8","1241","6","252","4","no","body has only 8 non-empty lines; body has only 1241 characters"
"улучшить","60","src/content/errors/excel-ne-otkryvaet-fayl.mdx","Excel: не открывает файл — как исправить","Офисные программы","8","1206","6","255","4","no","body has only 8 non-empty lines; body has only 1206 characters"
"улучшить","60","src/content/errors/excel-povrezhden-dokument.mdx","Excel: поврежден документ — как исправить","Офисные программы","8","1207","6","255","4","no","body has only 8 non-empty lines; body has only 1207 characters"
"улучшить","60","src/content/errors/figma-ne-otobrazhayutsya-shrifty.mdx","Figma: не отображаются шрифты — как исправить","Дизайн и графика","8","1225","6","259","4","no","body has only 8 non-empty lines; body has only 1225 characters"
"улучшить","60","src/content/errors/figma-ne-zapuskaetsya.mdx","Figma: не запускается — как исправить","Дизайн и графика","8","1217","6","259","4","no","body has only 8 non-empty lines; body has only 1217 characters"
"улучшить","60","src/content/errors/figma-vyletaet-pri-eksporte.mdx","Figma: вылетает при экспорте — как исправить","Дизайн и графика","8","1224","6","259","4","no","body has only 8 non-empty lines; body has only 1224 characters"
"улучшить","60","src/content/errors/firefox-ne-otkryvaet-sayty.mdx","Firefox: не открывает сайты — как исправить","Браузеры","8","1233","6","257","4","no","body has only 8 non-empty lines; body has only 1233 characters"
"улучшить","60","src/content/errors/firefox-oshibka-sertifikata.mdx","Firefox: ошибка сертификата — как исправить","Браузеры","8","1233","6","257","4","no","body has only 8 non-empty lines; body has only 1233 characters"
"улучшить","60","src/content/errors/games-epic-games-launcher-crashes-after-update.mdx","Epic Games Launcher: вылетает после обновления","Игры","8","1216","6","277","4","no","body has only 8 non-empty lines; body has only 1216 characters"
"улучшить","60","src/content/errors/games-epic-games-launcher-permission-denied.mdx","Epic Games Launcher: отказано в доступе","Игры","8","1209","6","276","4","no","body has only 8 non-empty lines; body has only 1209 characters"
"улучшить","60","src/content/errors/games-epic-games-launcher-wont-start.mdx","Epic Games Launcher: не запускается","Игры","8","1205","6","268","4","no","body has only 8 non-empty lines; body has only 1205 characters"
"улучшить","60","src/content/errors/games-steam-config-error.mdx","Steam: ошибка конфигурации","Игры","8","1182","6","277","4","no","body has only 8 non-empty lines; body has only 1182 characters"
"улучшить","60","src/content/errors/games-steam-crashes-after-update.mdx","Steam: вылетает после обновления","Игры","8","1188","6","275","4","no","body has only 8 non-empty lines; body has only 1188 characters"
"улучшить","60","src/content/errors/games-steam-high-cpu.mdx","Steam: нагружает процессор","Игры","8","1182","6","280","4","no","body has only 8 non-empty lines; body has only 1182 characters"
"улучшить","60","src/content/errors/games-steam-network-timeout.mdx","Steam: ошибка подключения или тайм-аут","Игры","8","1194","6","263","4","no","body has only 8 non-empty lines; body has only 1194 characters"
"улучшить","60","src/content/errors/games-steam-permission-denied.mdx","Steam: отказано в доступе","Игры","8","1181","6","274","4","no","body has only 8 non-empty lines; body has only 1181 characters"
"улучшить","60","src/content/errors/games-steam-sync-failed.mdx","Steam: не синхронизируется","Игры","8","1182","6","267","4","no","body has only 8 non-empty lines; body has only 1182 characters"
"улучшить","60","src/content/errors/games-steam-update-failed.mdx","Steam: ошибка обновления","Игры","8","1180","6","270","4","no","body has only 8 non-empty lines; body has only 1180 characters"
"улучшить","60","src/content/errors/games-steam-wont-start.mdx","Steam: не запускается","Игры","8","1177","6","266","4","no","body has only 8 non-empty lines; body has only 1177 characters"
"улучшить","60","src/content/errors/git-merge-conflict-resolve.mdx","Git merge conflict: как разрешить конфликт слияния","Программирование","8","1247","6","264","4","no","body has only 8 non-empty lines; body has only 1247 characters"
"улучшить","60","src/content/errors/git-push-rejected.mdx","git push rejected: как исправить ошибку отклонения отправки","Программирование","8","1255","6","260","4","no","body has only 8 non-empty lines; body has only 1255 characters"
"улучшить","60","src/content/errors/git-stash-conflict-resolve.mdx","Git stash conflict: как разрешить конфликт при извлечении stash","Программирование","8","1260","6","262","4","no","body has only 8 non-empty lines; body has only 1260 characters"
"улучшить","60","src/content/errors/github-actions-ne-primenyayutsya-sekrety.mdx","GitHub Actions: не применяются секреты — как исправить","DevOps и облака","8","1243","6","260","4","no","body has only 8 non-empty lines; body has only 1243 characters"
"улучшить","60","src/content/errors/github-actions-oshibka-dostupa.mdx","GitHub Actions: ошибка доступа — как исправить","DevOps и облака","8","1235","6","260","4","no","body has only 8 non-empty lines; body has only 1235 characters"
"улучшить","60","src/content/errors/gitlab-ci-ne-primenyayutsya-sekrety.mdx","GitLab CI: не применяются секреты — как исправить","DevOps и облака","8","1233","6","257","4","no","body has only 8 non-empty lines; body has only 1233 characters"
"улучшить","60","src/content/errors/gitlab-ci-oshibka-dostupa.mdx","GitLab CI: ошибка доступа — как исправить","DevOps и облака","8","1225","6","257","4","no","body has only 8 non-empty lines; body has only 1225 characters"
"улучшить","60","src/content/errors/gmail-ne-otpravlyaet-pisma.mdx","Gmail: не отправляет письма — как исправить","Электронная почта","8","1221","6","258","4","no","body has only 8 non-empty lines; body has only 1221 characters"
"улучшить","60","src/content/errors/gmail-ne-prinimaet-pisma.mdx","Gmail: не принимает письма — как исправить","Электронная почта","8","1220","6","258","4","no","body has only 8 non-empty lines; body has only 1220 characters"
"улучшить","60","src/content/errors/gmail-oshibka-parolya.mdx","Gmail: ошибка пароля — как исправить","Электронная почта","8","1214","6","258","4","no","body has only 8 non-empty lines; body has only 1214 characters"
"улучшить","60","src/content/errors/hardware-amd-radeon-disconnects-randomly.mdx","AMD Radeon: самопроизвольно отключается","Оборудование","8","1232","6","270","4","no","body has only 8 non-empty lines; body has only 1232 characters"
"улучшить","60","src/content/errors/hardware-amd-radeon-driver-error.mdx","AMD Radeon: ошибка драйвера","Оборудование","8","1220","6","279","4","no","body has only 8 non-empty lines; body has only 1220 characters"
"улучшить","60","src/content/errors/hardware-amd-radeon-firmware-update-failed.mdx","AMD Radeon: ошибка обновления прошивки","Оборудование","8","1231","6","273","4","no","body has only 8 non-empty lines; body has only 1231 characters"
"улучшить","60","src/content/errors/hardware-amd-radeon-low-performance.mdx","AMD Radeon: низкая производительность","Оборудование","8","1230","6","275","4","no","body has only 8 non-empty lines; body has only 1230 characters"
"улучшить","60","src/content/errors/hardware-amd-radeon-not-detected.mdx","AMD Radeon: не определяется системой","Оборудование","8","1229","6","271","4","no","body has only 8 non-empty lines; body has only 1229 characters"
"улучшить","60","src/content/errors/hardware-intel-wi-fi-adapter-disconnects-randomly.mdx","Intel Wi-Fi Adapter: самопроизвольно отключается","Оборудование","8","1250","6","271","4","no","body has only 8 non-empty lines; body has only 1250 characters"
"улучшить","60","src/content/errors/hardware-intel-wi-fi-adapter-driver-error.mdx","Intel Wi-Fi Adapter: ошибка драйвера","Оборудование","8","1238","6","280","4","no","body has only 8 non-empty lines; body has only 1238 characters"
"улучшить","60","src/content/errors/hardware-intel-wi-fi-adapter-firmware-update-failed.mdx","Intel Wi-Fi Adapter: ошибка обновления прошивки","Оборудование","8","1249","6","274","4","no","body has only 8 non-empty lines; body has only 1249 characters"
"улучшить","60","src/content/errors/hardware-intel-wi-fi-adapter-low-performance.mdx","Intel Wi-Fi Adapter: низкая производительность","Оборудование","8","1248","6","277","4","no","body has only 8 non-empty lines; body has only 1248 characters"
"улучшить","60","src/content/errors/hardware-intel-wi-fi-adapter-not-detected.mdx","Intel Wi-Fi Adapter: не определяется системой","Оборудование","8","1247","6","272","4","no","body has only 8 non-empty lines; body has only 1247 characters"
"улучшить","60","src/content/errors/hardware-nvidia-gpu-disconnects-randomly.mdx","NVIDIA GPU: самопроизвольно отключается","Оборудование","8","1232","6","270","4","no","body has only 8 non-empty lines; body has only 1232 characters"
"улучшить","60","src/content/errors/hardware-nvidia-gpu-driver-error.mdx","NVIDIA GPU: ошибка драйвера","Оборудование","8","1220","6","279","4","no","body has only 8 non-empty lines; body has only 1220 characters"
"улучшить","60","src/content/errors/hardware-nvidia-gpu-firmware-update-failed.mdx","NVIDIA GPU: ошибка обновления прошивки","Оборудование","8","1231","6","273","4","no","body has only 8 non-empty lines; body has only 1231 characters"
"улучшить","60","src/content/errors/hardware-nvidia-gpu-low-performance.mdx","NVIDIA GPU: низкая производительность","Оборудование","8","1230","6","275","4","no","body has only 8 non-empty lines; body has only 1230 characters"
"улучшить","60","src/content/errors/hardware-nvidia-gpu-not-detected.mdx","NVIDIA GPU: не определяется системой","Оборудование","8","1229","6","271","4","no","body has only 8 non-empty lines; body has only 1229 characters"
"улучшить","60","src/content/errors/hardware-nvme-ssd-disconnects-randomly.mdx","NVMe SSD: самопроизвольно отключается","Оборудование","8","1228","6","269","4","no","body has only 8 non-empty lines; body has only 1228 characters"
"улучшить","60","src/content/errors/hardware-nvme-ssd-driver-error.mdx","NVMe SSD: ошибка драйвера","Оборудование","8","1216","6","278","4","no","body has only 8 non-empty lines; body has only 1216 characters"
"улучшить","60","src/content/errors/hardware-nvme-ssd-firmware-update-failed.mdx","NVMe SSD: ошибка обновления прошивки","Оборудование","8","1227","6","273","4","no","body has only 8 non-empty lines; body has only 1227 characters"
"улучшить","60","src/content/errors/hardware-nvme-ssd-low-performance.mdx","NVMe SSD: низкая производительность","Оборудование","8","1226","6","275","4","no","body has only 8 non-empty lines; body has only 1226 characters"
"улучшить","60","src/content/errors/hardware-nvme-ssd-not-detected.mdx","NVMe SSD: не определяется системой","Оборудование","8","1225","6","270","4","no","body has only 8 non-empty lines; body has only 1225 characters"
"улучшить","60","src/content/errors/hardware-usb-c-dock-disconnects-randomly.mdx","USB-C Dock: самопроизвольно отключается","Оборудование","8","1232","6","270","4","no","body has only 8 non-empty lines; body has only 1232 characters"
"улучшить","60","src/content/errors/hardware-usb-c-dock-driver-error.mdx","USB-C Dock: ошибка драйвера","Оборудование","8","1220","6","279","4","no","body has only 8 non-empty lines; body has only 1220 characters"
"улучшить","60","src/content/errors/hardware-usb-c-dock-low-performance.mdx","USB-C Dock: низкая производительность","Оборудование","8","1230","6","275","4","no","body has only 8 non-empty lines; body has only 1230 characters"
"улучшить","60","src/content/errors/hardware-usb-c-dock-not-detected.mdx","USB-C Dock: не определяется системой","Оборудование","8","1229","6","271","4","no","body has only 8 non-empty lines; body has only 1229 characters"
"улучшить","60","src/content/errors/hdd-medlenno-kopiruet-fayly.mdx","HDD: медленно копирует файлы — как исправить","Хранилища и файлы","8","1231","6","255","4","no","body has only 8 non-empty lines; body has only 1231 characters"
"улучшить","60","src/content/errors/hdd-ne-montiruetsya.mdx","HDD: не монтируется — как исправить","Хранилища и файлы","8","1222","6","255","4","no","body has only 8 non-empty lines; body has only 1222 characters"
"улучшить","60","src/content/errors/hdd-ne-opredelyaetsya.mdx","HDD: не определяется — как исправить","Хранилища и файлы","8","1223","6","255","4","no","body has only 8 non-empty lines; body has only 1223 characters"
"улучшить","60","src/content/errors/hdd-net-dostupa-k-papke.mdx","HDD: нет доступа к папке — как исправить","Хранилища и файлы","8","1227","6","255","4","no","body has only 8 non-empty lines; body has only 1227 characters"
"улучшить","60","src/content/errors/hdd-oshibka-vvoda-vyvoda.mdx","HDD: ошибка ввода вывода — как исправить","Хранилища и файлы","8","1227","6","255","4","no","body has only 8 non-empty lines; body has only 1227 characters"
"улучшить","60","src/content/errors/hdd-povrezhdena-faylovaya-sistema.mdx","HDD: повреждена файловая система — как исправить","Хранилища и файлы","8","1235","6","255","4","no","body has only 8 non-empty lines; body has only 1235 characters"
"улучшить","60","src/content/errors/hdd-prosit-formatirovat.mdx","HDD: просит форматировать — как исправить","Хранилища и файлы","8","1228","6","255","4","no","body has only 8 non-empty lines; body has only 1228 characters"
"улучшить","60","src/content/errors/hdmi-audio-hripit-zvuk.mdx","HDMI audio: хрипит звук — как исправить","Аудио и видео","8","1218","6","259","4","no","body has only 8 non-empty lines; body has only 1218 characters"
"улучшить","60","src/content/errors/hdmi-audio-mikrofon-ne-rabotaet.mdx","HDMI audio: микрофон не работает — как исправить","Аудио и видео","8","1227","6","259","4","no","body has only 8 non-empty lines; body has only 1227 characters"
"улучшить","60","src/content/errors/hdmi-audio-net-zvuka.mdx","HDMI audio: нет звука — как исправить","Аудио и видео","8","1216","6","259","4","no","body has only 8 non-empty lines; body has only 1216 characters"
"улучшить","60","src/content/errors/hp-printer-ne-pechataet.mdx","HP printer: не печатает — как исправить","Принтеры и сканеры","8","1216","6","261","4","no","body has only 8 non-empty lines; body has only 1216 characters"
"улучшить","60","src/content/errors/hp-printer-ne-skaniruet.mdx","HP printer: не сканирует — как исправить","Принтеры и сканеры","8","1217","6","261","4","no","body has only 8 non-empty lines; body has only 1217 characters"
"улучшить","60","src/content/errors/hp-printer-ne-vidit-kartridzh.mdx","HP printer: не видит картридж — как исправить","Принтеры и сканеры","8","1222","6","261","4","no","body has only 8 non-empty lines; body has only 1222 characters"
"улучшить","60","src/content/errors/hp-printer-pechataet-pustye-listy.mdx","HP printer: печатает пустые листы — как исправить","Принтеры и сканеры","8","1226","6","261","4","no","body has only 8 non-empty lines; body has only 1226 characters"
"улучшить","60","src/content/errors/hp-printer-zastryala-ochered.mdx","HP printer: застряла очередь — как исправить","Принтеры и сканеры","8","1221","6","261","4","no","body has only 8 non-empty lines; body has only 1221 characters"
"улучшить","60","src/content/errors/hyper-v-ne-rabotaet-obschiy-bufer.mdx","Hyper-V: не работает общий буфер — как исправить","Виртуализация","8","1243","6","260","4","no","body has only 8 non-empty lines; body has only 1243 characters"
"улучшить","60","src/content/errors/hyper-v-ne-zapuskaet-virtualnuyu-mashinu.mdx","Hyper-V: не запускает виртуальную машину — как исправить","Виртуализация","8","1251","6","260","4","no","body has only 8 non-empty lines; body has only 1251 characters"
"улучшить","60","src/content/errors/hyper-v-net-apparatnoy-virtualizatsii.mdx","Hyper-V: нет аппаратной виртуализации — как исправить","Виртуализация","8","1248","6","260","4","no","body has only 8 non-empty lines; body has only 1248 characters"
"улучшить","60","src/content/errors/hyper-v-nizkaya-proizvoditelnost.mdx","Hyper-V: низкая производительность — как исправить","Виртуализация","8","1245","6","262","4","no","body has only 8 non-empty lines; body has only 1245 characters"
"улучшить","60","src/content/errors/igry-black-screen-reshenie-problemy-chernogo-ekrana-logitech-klaviatury.mdx","Решение проблемы черного экрана Logitech клавиатуры","Игры","8","1253","6","264","4","no","body has only 8 non-empty lines; body has only 1253 characters"
"улучшить","60","src/content/errors/igry-geimpad-ne-rabotaet-v-igre-na-pk-polnoe-rukovodstvo-po-resheniyu-problem.mdx","Геймпад не работает в игре на ПК: полное руководство по решению проблем","Игры","8","1254","6","326","4","no","body has only 8 non-empty lines; body has only 1254 characters"
"улучшить","60","src/content/errors/igry-gfx-opengl-001-kak-ispravit-problemu-s-nerabotayuschei-grafikoi-opengl-v-igrah.mdx","Как исправить проблему с неработающей графикой OpenGL в играх","Игры","8","1273","6","271","4","no","body has only 8 non-empty lines; body has only 1273 characters"
"улучшить","60","src/content/errors/igry-nvidia-driver-init-failed-nvapi-access-denied-kak-ispravit-oshibku-initsializatsii-draivera.mdx","Как исправить ошибку инициализации драйвера NVIDIA и проблемы с играми","Игры","8","1291","6","729","4","no","body has only 8 non-empty lines; body has only 1291 characters"
"улучшить","60","src/content/errors/igry-nvidia-vram-out-of-memory-kak-ispravit-oshibku-nedostatochno-videopamyati-dlya-videokart-nv.mdx","Как исправить ошибку «Недостаточно видеопамяти» для видеокарт NVIDIA","Игры","8","1287","6","1178","4","no","body has only 8 non-empty lines; body has only 1287 characters"
"улучшить","60","src/content/errors/igry-opengl-fps-low-old-games-kak-uluchshit-proizvoditelnost-opengl-v-staryh-igrah-s-pomoschyu-p.mdx","Как улучшить производительность OpenGL в старых играх с помощью патчей","Игры","8","1291","6","334","4","no","body has only 8 non-empty lines; body has only 1291 characters"
"улучшить","60","src/content/errors/igry-rimworld-crash-fix-latest-kak-ustranit-vylety-rimworld-poshagovoe-rukovodstvo.mdx","Как устранить вылеты RimWorld: пошаговое руководство","Игры","8","1232","6","260","4","no","body has only 8 non-empty lines; body has only 1232 characters"
"улучшить","60","src/content/errors/igry-rimworld-crash-on-startup-rimworld-zavisaet-na-etape-initsializatsii-ili-vydaet-chernyi-ekr.mdx","RimWorld зависает на этапе инициализации или выдает черный экран при запуске: решение проблемы","Игры","8","1321","6","272","4","no","body has only 8 non-empty lines; body has only 1321 characters"
"улучшить","60","src/content/errors/igry-rimworld-failed-to-start-ispravlenie-oshibki-zapuska-rimworld.mdx","Исправление ошибки запуска RimWorld","Игры","8","1221","6","283","4","no","body has only 8 non-empty lines; body has only 1221 characters"
"улучшить","60","src/content/errors/igry-rimworld-mod-errors-ustranenie-oshibok-i-sboev-v-rimworld-svyazannyh-s-modami.mdx","Устранение ошибок и сбоев в RimWorld, связанных с модами","Игры","8","1263","6","259","4","no","body has only 8 non-empty lines; body has only 1263 characters"
"улучшить","60","src/content/errors/igry-satisfactory-crash-1-1-ustranenie-sboev-i-vyletov-v-igre-satisfactory-posle-obnovleniya-1-1.mdx","Устранение сбоев и вылетов в игре Satisfactory после обновления 1.1","Игры","8","1285","6","270","4","no","body has only 8 non-empty lines; body has only 1285 characters"
"улучшить","60","src/content/errors/igry-satisfactory-launch-crash-error-satisfactory-vyletaet-ili-ne-zapuskaetsya-kak-ispravit-oshi.mdx","Satisfactory вылетает или не запускается: как исправить ошибки запуска","Игры","8","1261","6","260","4","no","body has only 8 non-empty lines; body has only 1261 characters"
"улучшить","60","src/content/errors/igry-satisfactory-launch-error-after-update-satisfactory-ne-zapuskaetsya-posle-obnovleniya-kak-i.mdx","Satisfactory не запускается после обновления: как исправить ошибку","Игры","8","1261","6","265","4","no","body has only 8 non-empty lines; body has only 1261 characters"
"улучшить","60","src/content/errors/igry-ustranenie-obschih-tehnicheskih-problem-v-igrah-s-pomoschyu-patchei.mdx","Устранение общих технических проблем в играх с помощью патчей","Игры","8","1273","6","256","4","no","body has only 8 non-empty lines; body has only 1273 characters"
"улучшить","60","src/content/errors/illustrator-chernyy-ekran.mdx","Illustrator: черный экран — как исправить","Дизайн и графика","8","1227","6","262","4","no","body has only 8 non-empty lines; body has only 1227 characters"
"улучшить","60","src/content/errors/illustrator-ne-otobrazhayutsya-shrifty.mdx","Illustrator: не отображаются шрифты — как исправить","Дизайн и графика","8","1237","6","262","4","no","body has only 8 non-empty lines; body has only 1237 characters"
"улучшить","60","src/content/errors/illustrator-ne-sohranyaet-fayl.mdx","Illustrator: не сохраняет файл — как исправить","Дизайн и графика","8","1232","6","262","4","no","body has only 8 non-empty lines; body has only 1232 characters"
"улучшить","60","src/content/errors/illustrator-ne-zapuskaetsya.mdx","Illustrator: не запускается — как исправить","Дизайн и графика","8","1229","6","262","4","no","body has only 8 non-empty lines; body has only 1229 characters"
"улучшить","60","src/content/errors/illustrator-vyletaet-pri-eksporte.mdx","Illustrator: вылетает при экспорте — как исправить","Дизайн и графика","8","1236","6","262","4","no","body has only 8 non-empty lines; body has only 1236 characters"
